ym,strategy_return,benchmark_return,bbg_return,cum_strategy,cum_benchmark,cum_bbg
2018-10,0.0014521347351186265,-0.008385371232459082,-0.004777497201949865,1.004140160403642,1.0047586899984613,1.0040300005217144
2018-11,0.003501445010526627,0.010968093693805747,0.008875918378727476,1.0041753198191872,1.004868892872977,1.0041191174050585
2018-12,0.008043470040532963,0.02738432142363295,0.021515529781344078,1.0042560903601911,1.0051440694004874,1.004335158952804
2019-01,0.002041666666666667,0.005168647693520156,0.004707579925147698,1.004276593922036,1.005196021756247,1.004382438833128
2019-02,0.0020083333333333333,-0.004223842912187248,-0.0027107811896918133,1.0042967631436304,1.0051535638553284,1.0043552122229034
2019-03,0.002041666666666667,0.02475424430415013,0.019090049952747545,1.0043172675358778,1.0054023820241569,1.0045469441346198
2019-04,0.002,-0.005201680002821507,-0.002773214632681653,1.0043373538812284,1.0053500842095033,1.004519085891773
2019-05,0.0020250000000000003,0.030492745667420162,0.023500602238911705,1.0043576917126444,1.0056566430537486,1.0047551539265622
2019-06,0.001958333333333333,0.01012872583545299,0.009228532736846207,1.0043773603841073,1.0057585032579694,1.0048478780848673
2019-07,0.0017666666666666666,-0.0007659687696733586,-0.0011789217367446092,1.0043951043841408,1.0057507994619361,1.0048360317148113
2019-08,0.0017333333333333333,0.044497653807967996,0.033997313177875466,1.0044125138992834,1.0061983349708514,1.0051776489674376
2019-09,0.0016583333333333335,-0.011201307884488587,-0.008459590718525645,1.0044291704068058,1.0060856275974228,1.005092615052341
2019-10,0.0015666666666666665,-0.00048355178894241013,0.000682373823637894,1.0044449064638088,1.0060807626523722,1.0050994735412495
2019-11,0.0012833333333333334,-0.003833847365906251,-0.0030079277093313372,1.0044577968401085,1.0060421910515545,1.0050692408756785
2019-12,0.001325,-0.008801528209764292,-0.005614394333573802,1.0044711059059166,1.0059536439643069,1.0050128123251703
2020-01,0.0012916666666666667,0.03128108608592978,0.02443686755732588,1.004484080324368,1.0062683171896598,1.0052584059750524
2020-02,0.0012916666666666667,0.03181136487662728,0.026506679188858406,1.0044970549104055,1.006588424875679,1.0055248665957432
2020-03,0.0010583333333333332,0.03639613086678384,0.02892409431630316,1.0045076858375699,1.0069547841160866,1.005815705556531
2020-04,9.166666666666667e-05,0.004768755396024893,0.006360856746174148,1.0045086066362818,1.0070028033266898,1.005879684052692
2020-05,7.5e-05,-0.0041147953058817965,-0.0025344613107117775,1.0045093600177368,1.0069613672226083,1.0058541904212674
2020-06,0.00011666666666666668,0.0010252049918252903,0.000936325950215533,1.0045105319453234,1.0069716906408108,1.0058636084950736
2020-07,0.00013333333333333334,0.014234089175708897,0.01142724061638778,1.0045118712926993,1.0071150238892308,1.0059785509498889
2020-08,7.5e-05,-0.014107418385109927,-0.010952742790915404,1.0045126246766027,1.0069729459591914,1.0058683687066716
2020-09,9.166666666666667e-05,0.0021152612299517592,0.0013852242744063492,1.004513545479842,1.0069942460675134,1.0058823022394834
2020-10,8.333333333333333e-05,-0.012349001220102351,-0.009427418948608324,1.0045143825744631,1.0068698923357802,1.0057874735007215
2020-11,7.5e-05,0.0043625795353332,0.0034814038271973047,1.0045151359602502,1.0069138178356507,1.0058224890243175
2020-12,6.666666666666667e-05,-0.003538271938143961,-0.002315482548122305,1.0045158056370076,1.0068781904865929,1.005799199380119
2021-01,7.5e-05,-0.012644524269945362,-0.009564741736344473,1.0045165590238618,1.006750875529428,1.0057029972843121
2021-02,4.9999999999999996e-05,-0.02351791733678299,-0.018146529279030488,1.0045170612821415,1.0065141086907339,1.0055204970954499
2021-03,3.3333333333333335e-05,-0.02094999082764612,-0.015416325153078447,1.004517396121162,1.006303244077284,1.0053654827861367
2021-04,0.02421630849371348,0.00991071067583682,0.007500357062700136,1.0047606531526798,1.0064029758803261,1.0054408887871307
2021-05,0.0005444981358111445,0.0019786785803494467,0.003446837293888505,1.0047661240557055,1.0064228893604417,1.0054755446986534
2021-06,0.04361738592334374,0.012858160110462757,0.006425988116765646,1.0052043767736618,1.006552296826944,1.005540156437673
2021-07,0.03688304353761285,0.016992152376624214,0.013608143228414527,1.0055751267415893,1.0067233317269713,1.0056769917823802
2021-08,-0.0025948162841942235,-0.0022086992060300625,-0.0017528657178241813,1.0055490339144508,1.0067010962367364,1.0056593636151594
2021-09,-0.02950646724455519,-0.013794496284211005,-0.010836907319470845,1.005252331918131,1.006562226891423,1.0055503812419748
2021-10,0.023517088185808666,0.001800573449622117,-0.0007052638327882388,1.005488737995518,1.0065803507836344,1.0055432894588154
2021-11,0.016121051221018146,0.010696049918132361,0.007655107147439777,1.0056508333499918,1.0066880151204203,1.0056202648750374
2021-12,-0.012214372416368857,-0.007702491728693084,-0.005133613228008094,1.005527999411998,1.0066104750593219,1.0055686402200963
2022-01,-0.02000506605717034,-0.020461960102267335,-0.018944378887577606,1.0053268428714923,1.00640450282553,1.0053781414869183
2022-02,-0.007460174286010562,-0.007460174286010562,-0.006588952902849776,1.00525184373687,1.0063294232955968,1.0053118975946802
2022-03,-0.03495026952530725,-0.03495026952530725,-0.031135719064368628,1.004900505508076,1.0059777084498427,1.0049988865065245
2022-04,-0.04020258541563937,-0.04020258541563937,-0.030979805724888565,1.0044965095240068,1.0055732794023409,1.0046875398039474
2022-05,-0.0006967526345374453,-0.0006967526345374453,0.0018273703353965942,1.0044895106681129,1.0055662730440245,1.0047058991660134
2022-06,-0.009549924579372898,-0.009549924579372898,-0.008797270053499173,1.0043935826774364,1.005470242223353,1.0046175124748205
2022-07,0.019256039103546063,0.019256039103546063,0.015941288862669767,1.0045869890984704,1.0056638559663702,1.004777661454449
2022-08,-0.026707548093588957,-0.029724681491564542,-0.024808573149540436,1.004318688545215,1.0053649255883084,1.0045283904533169
2022-09,-0.020536217901738874,-0.042450151493545224,-0.034535775544120795,1.0041124394709076,1.0049381466543332,1.004181468783113
2022-10,-0.003361541522447109,-0.021073400642093565,-0.01393657660974812,1.0040786858143227,1.0047263720124835,1.0040415202634152
2022-11,0.014345958246126722,0.03432157839493133,0.0267781294050653,1.0042227305233478,1.0050712099619084,1.004310383800992
2022-12,0.0013449364203821368,-0.01140619837196219,-0.00518231285713644,1.0042362366805924,1.0049565695459206,1.0042583372948466
2023-01,0.007599027135215319,0.035634182400612835,0.02505951864155853,1.0043125488647193,1.0053146776029596,1.0045099996000904
2023-02,0.003916666666666666,-0.027881565881574866,-0.02339929476692104,1.0043518844395498,1.0050343801288066,1.0042749513443208
2023-03,0.004066666666666666,0.03239920150925141,0.02894455754676506,1.0043927280828502,1.005360003242862,1.0045656342855402
2023-04,0.0040416666666666665,0.005446675672747259,0.0053590045028057975,1.0044333222889437,1.005414761941582,1.0046194690031152
2023-05,0.0042499999999999994,-0.014180480736235623,-0.011609589494446682,1.004476010705141,1.0052721892949457,1.0045028368067825
2023-06,0.0046,-0.007143872370410087,-0.007509196757027103,1.0045222166016334,1.0052003739327673,1.0044274067123369
2023-07,0.0045249999999999995,-0.006591748509793938,-0.003540101659844308,1.0045676712319347,1.0051341136520981,1.00439184896104
2023-08,0.004625,-0.008934349341724851,-0.005182306126226166,1.0046141324867293,1.0050443114590315,1.0043397983007198
2023-09,0.004633333333333333,-0.030941478842351017,-0.02209415768576295,1.0046606796082012,1.004733335886045,1.0041178978819825
2023-10,0.004625,-0.018944631985331944,-0.012083190259203902,1.004707145164633,1.0045429928531275,1.0039965684059546
2023-11,0.004658333333333333,0.04499808788451176,0.03472959389766195,1.0047539477724787,1.0049950179918894,1.0043452523369083
2023-12,0.004541666666666667,0.03971494795366609,0.03365017975814366,1.0047995803476066,1.0053941512402218,1.004683216319712
2024-01,0.0045000000000000005,-0.0038901481268587557,-0.0028062131931545498,1.0048447963287224,1.0053550399184799,1.0046550227667461
2024-02,0.004516666666666666,-0.015236847809612375,-0.013119302417756606,1.00489018181869,1.0052018555011013,1.0045232190360542
2024-03,0.004541666666666667,0.005733374669071645,0.006425960881963233,1.004935820581114,1.0052594874896577,1.0045877693051597
